name,jfactor,profile,ch,mass,sigma_v
Scl,0.26585967012749673,Einasto,b,50000,5.0194613319334614e-23
Scl,0.26585967012749673,Einasto,b,100000,8.506176046618913e-23
Scl,0.26585967012749673,Einasto,b,70,2.483496477140226e-22
Scl,0.26585967012749673,Einasto,b,100,7.87063117646797e-23
Scl,0.26585967012749673,Einasto,b,200,1.8957182260499737e-23
Scl,0.26585967012749673,Einasto,b,500,7.37950891969342e-24
Scl,0.26585967012749673,Einasto,b,800,6.476857743601308e-24
Scl,0.26585967012749673,Einasto,b,1000,6.374305216921008e-24
Scl,0.26585967012749673,Einasto,b,2000,7.051002188026372e-24
Scl,0.26585967012749673,Einasto,b,3000,7.887710067603998e-24
Scl,0.26585967012749673,Einasto,b,5000,9.612643940745238e-24
Scl,0.26585967012749673,Einasto,b,7000,1.1660565512021758e-23
Scl,0.26585967012749673,Einasto,b,10000,1.4963528219063997e-23
Scl,0.26585967012749673,Einasto,b,20000,2.5076807776506853e-23
Scl,0.26585967012749673,Einasto,b,30000,3.415029943196475e-23
Scl,0.26585967012749673,Einasto,b,50000,5.188573851754906e-23
Scl,0.26585967012749673,Einasto,b,100000,1.0136434815625525e-22
Scl,0.26585967012749673,Einasto,b,70,4.254723369320785e-22
Scl,0.26585967012749673,Einasto,b,100,1.2754144284645334e-22
Scl,0.26585967012749673,Einasto,b,200,2.9119239934743565e-23
Scl,0.26585967012749673,Einasto,b,500,1.0951495132980658e-23
Scl,0.26585967012749673,Einasto,b,800,9.312959987795446e-24
Scl,0.26585967012749673,Einasto,b,1000,9.312907368966358e-24
Scl,0.26585967012749673,Einasto,b,2000,1.1820374755092226e-23
Scl,0.26585967012749673,Einasto,b,3000,1.525796244059716e-23
Scl,0.26585967012749673,Einasto,b,5000,2.203854763142213e-23
Scl,0.26585967012749673,Einasto,b,7000,3.072508131756567e-23
Scl,0.26585967012749673,Einasto,b,10000,4.180866290314149e-23
Scl,0.26585967012749673,Einasto,b,20000,6.179077839645549e-23
Scl,0.26585967012749673,Einasto,b,100000,2.1782322798275986e-22
Scl,0.26585967012749673,Einasto,b,70,2.0720201517873802e-22
Scl,0.26585967012749673,Einasto,b,100,7.572999616478399e-23
Scl,0.26585967012749673,Einasto,b,200,2.0763533329779297e-23
Scl,0.26585967012749673,Einasto,b,500,8.783269766327396e-24
Scl,0.26585967012749673,Einasto,b,800,7.488847429885444e-24
Scl,0.26585967012749673,Einasto,b,1000,7.241571631460439e-24
Scl,0.26585967012749673,Einasto,b,2000,8.029685460661642e-24
Scl,0.26585967012749673,Einasto,b,3000,1.0046970177729698e-23
Scl,0.26585967012749673,Einasto,b,5000,1.4254590511733606e-23
Scl,0.26585967012749673,Einasto,b,7000,1.7233725760580817e-23
Scl,0.26585967012749673,Einasto,b,10000,2.0142967103933366e-23
Scl,0.26585967012749673,Einasto,b,20000,2.534039589660017e-23
Scl,0.26585967012749673,Einasto,b,30000,3.1165810795462296e-23
Scl,0.26585967012749673,Einasto,b,50000,4.5669867866449836e-23
Scl,0.26585967012749673,Einasto,b,100000,8.877933920216494e-23
Scl,0.26585967012749673,Einasto,b,70,6.15868357625646e-22
Scl,0.26585967012749673,Einasto,b,100,2.126088108667982e-22
Scl,0.26585967012749673,Einasto,b,200,5.366880771563064e-23
Scl,0.26585967012749673,Einasto,b,500,2.0858831954446368e-23
Scl,0.26585967012749673,Einasto,b,800,1.7544348057408338e-23
Scl,0.26585967012749673,Einasto,b,1000,1.598718016970496e-23
Scl,0.26585967012749673,Einasto,b,2000,1.3180756566184872e-23
Scl,0.26585967012749673,Einasto,b,3000,1.3047953085497748e-23
Scl,0.26585967012749673,Einasto,b,5000,1.5082674386594226e-23
Scl,0.26585967012749673,Einasto,b,7000,1.8692401384509436e-23
Scl,0.26585967012749673,Einasto,b,10000,2.4367359697546555e-23
Scl,0.26585967012749673,Einasto,b,20000,4.0035474877255565e-23
Scl,0.26585967012749673,Einasto,b,30000,5.431486124140886e-23
Scl,0.26585967012749673,Einasto,b,50000,7.468733892271908e-23
Scl,0.26585967012749673,Einasto,b,100000,1.0939145186010006e-22
Scl,0.26585967012749673,Einasto,b,70,5.82082338562089e-22
Scl,0.26585967012749673,Einasto,b,100,2.3485112035786904e-22
Scl,0.26585967012749673,Einasto,b,500,2.5227177705367938e-23
Scl,0.26585967012749673,Einasto,b,800,2.3980615702723207e-23
Scl,0.26585967012749673,Einasto,b,1000,1.9990830134224636e-23
Scl,0.26585967012749673,Einasto,b,2000,2.1250153044146174e-23
Scl,0.26585967012749673,Einasto,b,3000,1.925453939254229e-23
Scl,0.26585967012749673,Einasto,b,5000,1.8186367610767966e-23
Scl,0.26585967012749673,Einasto,b,7000,1.7371605627133024e-23
Scl,0.26585967012749673,Einasto,b,10000,1.7387981840539985e-23
Scl,0.26585967012749673,Einasto,b,20000,2.1771588241198925e-23
Scl,0.26585967012749673,Einasto,b,30000,2.845370746441613e-23
Scl,0.26585967012749673,Einasto,b,50000,4.415961961167543e-23
Scl,0.26585967012749673,Einasto,b,100000,8.869606903778219e-23
Scl,0.26585967012749673,Einasto,b,70,3.3288255356983755e-22
Scl,0.26585967012749673,Einasto,b,100,1.3996960875338645e-22
Scl,0.26585967012749673,Einasto,b,200,4.2057344299750284e-23
Scl,0.26585967012749673,Einasto,b,500,1.7962735118080633e-23
Scl,0.26585967012749673,Einasto,b,800,1.564296111113408e-23
Scl,0.26585967012749673,Einasto,b,1000,1.4187436713593178e-23
Scl,0.26585967012749673,Einasto,b,2000,1.132680664077661e-23
Scl,0.26585967012749673,Einasto,b,3000,1.085302807163161e-23
Scl,0.26585967012749673,Einasto,b,5000,1.2447172295022102e-23
Scl,0.26585967012749673,Einasto,b,7000,1.510318666876529e-23
Scl,0.26585967012749673,Einasto,b,10000,2.0395378099748665e-23
Scl,0.26585967012749673,Einasto,b,20000,4.2030559647242934e-23
Scl,0.26585967012749673,Einasto,b,30000,6.266848839826385e-23
Scl,0.26585967012749673,Einasto,b,100000,1.7013821195772172e-22
Scl,0.26585967012749673,Einasto,b,70,2.244138302333461e-22
Scl,0.26585967012749673,Einasto,b,100,9.582199872649943e-23
Scl,0.26585967012749673,Einasto,b,200,2.9956589769085755e-23
Scl,0.26585967012749673,Einasto,b,500,1.659029580626369e-23
Scl,0.26585967012749673,Einasto,b,800,1.5826311602970772e-23
Scl,0.26585967012749673,Einasto,b,1000,1.6391080297810874e-23
Scl,0.26585967012749673,Einasto,b,2000,1.8474217679877468e-23
Scl,0.26585967012749673,Einasto,b,3000,2.1180536975608365e-23
Scl,0.26585967012749673,Einasto,b,5000,2.1943835004983985e-23
Scl,0.26585967012749673,Einasto,b,7000,2.1931415410288084e-23
Scl,0.26585967012749673,Einasto,b,10000,2.2386949620515634e-23
Scl,0.26585967012749673,Einasto,b,20000,2.7178762866565674e-23
Scl,0.26585967012749673,Einasto,b,30000,3.2887737437838127e-23
Scl,0.26585967012749673,Einasto,b,50000,4.518727966929252e-23
Scl,0.26585967012749673,Einasto,b,100000,7.987164021914794e-23
Scl,0.26585967012749673,Einasto,b,70,3.5193310051940135e-22
Scl,0.26585967012749673,Einasto,b,100,1.2568459102049973e-22
Scl,0.26585967012749673,Einasto,b,200,3.405719691799552e-23
Scl,0.26585967012749673,Einasto,b,500,1.4375355361068526e-23
Scl,0.26585967012749673,Einasto,b,800,1.2622972571874857e-23
Scl,0.26585967012749673,Einasto,b,1000,1.2327598848883918e-23
Scl,0.26585967012749673,Einasto,b,2000,1.3040319184761256e-23
Scl,0.26585967012749673,Einasto,b,3000,1.4152048572064308e-23
Scl,0.26585967012749673,Einasto,b,5000,1.6122930340355357e-23
Scl,0.26585967012749673,Einasto,b,7000,1.796042601811107e-23
Scl,0.26585967012749673,Einasto,b,10000,2.0565111796166598e-23
Scl,0.26585967012749673,Einasto,b,20000,2.9516049220205924e-23
Scl,0.26585967012749673,Einasto,b,30000,4.06217047952035e-23
Scl,0.26585967012749673,Einasto,b,50000,6.591659539166758e-23
Scl,0.26585967012749673,Einasto,b,100000,1.311331751659212e-22
Scl,0.26585967012749673,Einasto,b,70,3.7984391958266077e-22
Scl,0.26585967012749673,Einasto,b,100,1.227975136529044e-22
Scl,0.26585967012749673,Einasto,b,200,2.9406214733542407e-23
Scl,0.26585967012749673,Einasto,b,500,1.1994426694210727e-23
Scl,0.26585967012749673,Einasto,b,800,1.1028735782768479e-23
Scl,0.26585967012749673,Einasto,b,1000,1.1449076637792021e-23
Scl,0.26585967012749673,Einasto,b,2000,1.5157313575043013e-23
Scl,0.26585967012749673,Einasto,b,3000,1.8876933224207666e-23
Scl,0.26585967012749673,Einasto,b,5000,2.2576006988012802e-23
Scl,0.26585967012749673,Einasto,b,7000,2.4890776275230482e-23
Scl,0.26585967012749673,Einasto,b,10000,2.7024794661742816e-23
Scl,0.26585967012749673,Einasto,b,20000,3.4053446215957784e-23
Scl,0.26585967012749673,Einasto,b,30000,4.1971569592856267e-23
Scl,0.26585967012749673,Einasto,b,50000,6.046749653627046e-23
Scl,0.26585967012749673,Einasto,b,100000,1.1489707119914577e-22
Scl,0.26585967012749673,Einasto,b,70,4.768585977225157e-22
Scl,0.26585967012749673,Einasto,b,200,5.223863910635756e-23
Scl,0.26585967012749673,Einasto,b,800,2.2221887709313147e-23
Scl,0.26585967012749673,Einasto,b,1000,2.141046744590953e-23
Scl,0.26585967012749673,Einasto,b,2000,2.2408894496906284e-23
Scl,0.26585967012749673,Einasto,b,3000,2.2595786224229528e-23
Scl,0.26585967012749673,Einasto,b,5000,2.6211509471308042e-23
Scl,0.26585967012749673,Einasto,b,7000,2.844943093467953e-23
Scl,0.26585967012749673,Einasto,b,10000,3.082288637475095e-23
Scl,0.26585967012749673,Einasto,b,20000,3.6828271573745165e-23
Scl,0.26585967012749673,Einasto,b,30000,4.352736472660226e-23
Scl,0.26585967012749673,Einasto,b,50000,5.729895876709552e-23
Scl,0.26585967012749673,Einasto,b,100000,8.712070643192585e-23
Scl,0.26585967012749673,Einasto,b,70,1.6912697318354388e-22
Scl,0.26585967012749673,Einasto,b,100,5.716999033510618e-23
Scl,0.26585967012749673,Einasto,b,200,1.491687949291276e-23
Scl,0.26585967012749673,Einasto,b,500,6.876734072134292e-24
Scl,0.26585967012749673,Einasto,b,800,6.6006714639529264e-24
Scl,0.26585967012749673,Einasto,b,1000,6.958636758234458e-24
Scl,0.26585967012749673,Einasto,b,2000,9.053726310185385e-24
Scl,0.26585967012749673,Einasto,b,3000,1.0045947452435142e-23
Scl,0.26585967012749673,Einasto,b,5000,1.0908736834103841e-23
Scl,0.26585967012749673,Einasto,b,7000,1.1622391839566501e-23
Scl,0.26585967012749673,Einasto,b,10000,1.27042171043834e-23
Scl,0.26585967012749673,Einasto,b,20000,1.773088614126057e-23
Scl,0.26585967012749673,Einasto,b,30000,2.3835495702340274e-23
Scl,0.26585967012749673,Einasto,b,50000,3.753789209876575e-23
Scl,0.26585967012749673,Einasto,b,100000,7.289573155807779e-23
Scl,0.26585967012749673,Einasto,b,70,3.862451435518844e-22
Scl,0.26585967012749673,Einasto,b,100,1.5327550835809938e-22
Scl,0.26585967012749673,Einasto,b,200,4.2764929756951523e-23
Scl,0.26585967012749673,Einasto,b,500,1.7506816331732695e-23
Scl,0.26585967012749673,Einasto,b,800,1.4193926297237293e-23
Scl,0.26585967012749673,Einasto,b,1000,1.2887717472861708e-23
Scl,0.26585967012749673,Einasto,b,2000,1.0508610297342089e-23
Scl,0.26585967012749673,Einasto,b,3000,1.0076221458503793e-23
Scl,0.26585967012749673,Einasto,b,5000,1.053393691174967e-23
Scl,0.26585967012749673,Einasto,b,7000,1.1563715463462625e-23
Scl,0.26585967012749673,Einasto,b,10000,1.3116795960222335e-23
Scl,0.26585967012749673,Einasto,b,20000,1.8799174871974787e-23
Scl,0.26585967012749673,Einasto,b,30000,2.4412063279502656e-23
Scl,0.26585967012749673,Einasto,b,50000,3.531140087040936e-23
Scl,0.26585967012749673,Einasto,b,100000,6.558419516399354e-23
Scl,0.26585967012749673,Einasto,b,70,3.399701064597424e-22
Scl,0.26585967012749673,Einasto,b,100,1.0137722451020146e-22
Scl,0.26585967012749673,Einasto,b,200,2.31873687973487e-23
Scl,0.26585967012749673,Einasto,b,500,8.141735528130622e-24
Scl,0.26585967012749673,Einasto,b,800,6.627398729533544e-24
Scl,0.26585967012749673,Einasto,b,1000,6.33492376512982e-24
Scl,0.26585967012749673,Einasto,b,2000,6.665630366580598e-24
Scl,0.26585967012749673,Einasto,b,3000,7.53520466521621e-24
Scl,0.26585967012749673,Einasto,b,5000,9.211531796628482e-24
Scl,0.26585967012749673,Einasto,b,7000,1.0821080561866991e-23
Scl,0.26585967012749673,Einasto,b,10000,1.2870368747989718e-23
Scl,0.26585967012749673,Einasto,b,20000,1.8946961069279422e-23
Scl,0.26585967012749673,Einasto,b,30000,2.470863298496947e-23
Scl,0.26585967012749673,Einasto,b,50000,3.5914796812371377e-23
Scl,0.26585967012749673,Einasto,b,100000,6.442806730829497e-23
Scl,0.26585967012749673,Einasto,b,70,4.561911464837854e-22
Scl,0.26585967012749673,Einasto,b,100,1.5803997508400396e-22
Scl,0.26585967012749673,Einasto,b,200,3.8970164459721273e-23
Scl,0.26585967012749673,Einasto,b,500,1.3500509113099722e-23
Scl,0.26585967012749673,Einasto,b,800,1.0222386571850661e-23
Scl,0.26585967012749673,Einasto,b,1000,9.618687168221725e-24
Scl,0.26585967012749673,Einasto,b,2000,9.796170908147951e-24
Scl,0.26585967012749673,Einasto,b,3000,1.1213961453484347e-23
Scl,0.26585967012749673,Einasto,b,5000,1.462350414444113e-23
Scl,0.26585967012749673,Einasto,b,7000,1.7953320828164161e-23
Scl,0.26585967012749673,Einasto,b,10000,2.2897544148026266e-23
Scl,0.26585967012749673,Einasto,b,20000,3.3976622791113705e-23
Scl,0.26585967012749673,Einasto,b,30000,4.0958027358524477e-23
Scl,0.26585967012749673,Einasto,b,50000,5.248386627250302e-23
Scl,0.26585967012749673,Einasto,b,100000,8.112642023414673e-23
Scl,0.26585967012749673,Einasto,b,70,5.011488404051615e-22
Scl,0.26585967012749673,Einasto,b,200,5.0419908979599226e-23
Scl,0.26585967012749673,Einasto,b,500,2.1716933970881036e-23
Scl,0.26585967012749673,Einasto,b,800,2.100404743785372e-23
Scl,0.26585967012749673,Einasto,b,1000,1.8694167021487853e-23
Scl,0.26585967012749673,Einasto,b,2000,2.2074864742866705e-23
Scl,0.26585967012749673,Einasto,b,3000,2.218708394127311e-23
Scl,0.26585967012749673,Einasto,b,5000,2.723432521352048e-23
Scl,0.26585967012749673,Einasto,b,7000,2.769417834035958e-23
Scl,0.26585967012749673,Einasto,b,10000,3.010051540667156e-23
Scl,0.26585967012749673,Einasto,b,20000,3.730548231378284e-23
Scl,0.26585967012749673,Einasto,b,30000,4.74729334966735e-23
Scl,0.26585967012749673,Einasto,b,50000,7.315102184103302e-23
Scl,0.26585967012749673,Einasto,b,100000,1.4620048769769084e-22
Scl,0.26585967012749673,Einasto,b,70,2.6130038981514717e-22
Scl,0.26585967012749673,Einasto,b,100,8.529922055704178e-23
Scl,0.26585967012749673,Einasto,b,200,1.9836199082617276e-23
Scl,0.26585967012749673,Einasto,b,500,7.481404053133875e-24
Scl,0.26585967012749673,Einasto,b,800,6.278154434502177e-24
Scl,0.26585967012749673,Einasto,b,1000,6.066955423866966e-24
Scl,0.26585967012749673,Einasto,b,2000,6.529664914878678e-24
Scl,0.26585967012749673,Einasto,b,3000,7.34618868966467e-24
Scl,0.26585967012749673,Einasto,b,5000,9.201947232001913e-24
Scl,0.26585967012749673,Einasto,b,7000,1.0765139665733223e-23
Scl,0.26585967012749673,Einasto,b,10000,1.2915190203391126e-23
Scl,0.26585967012749673,Einasto,b,20000,2.1554599239835024e-23
Scl,0.26585967012749673,Einasto,b,30000,3.252391803079888e-23
Scl,0.26585967012749673,Einasto,b,50000,5.926795402225299e-23
Scl,0.26585967012749673,Einasto,b,100000,1.2982277247881357e-22
Scl,0.26585967012749673,Einasto,b,70,2.365564368751219e-22
Scl,0.26585967012749673,Einasto,b,100,1.2064046753731586e-22
Scl,0.26585967012749673,Einasto,b,200,4.354477335490553e-23
Scl,0.26585967012749673,Einasto,b,500,2.2165781222648885e-23
Scl,0.26585967012749673,Einasto,b,800,2.1693409941523307e-23
Scl,0.26585967012749673,Einasto,b,1000,2.047023310582535e-23
Scl,0.26585967012749673,Einasto,b,2000,1.8389190585896867e-23
Scl,0.26585967012749673,Einasto,b,3000,2.0020314332339683e-23
Scl,0.26585967012749673,Einasto,b,5000,2.04931028279978e-23
Scl,0.26585967012749673,Einasto,b,7000,2.1025290729222663e-23
Scl,0.26585967012749673,Einasto,b,10000,2.197176744428097e-23
Scl,0.26585967012749673,Einasto,b,20000,2.561613115594103e-23
Scl,0.26585967012749673,Einasto,b,30000,3.164492359418984e-23
Scl,0.26585967012749673,Einasto,b,50000,4.699754283009045e-23
Scl,0.26585967012749673,Einasto,b,100000,9.264348286501032e-23
Scl,0.26585967012749673,Einasto,b,70,2.5998051772512866e-22
Scl,0.26585967012749673,Einasto,b,100,8.174892790518696e-23
Scl,0.26585967012749673,Einasto,b,200,2.1146808470395676e-23
Scl,0.26585967012749673,Einasto,b,500,8.609739898645323e-24
Scl,0.26585967012749673,Einasto,b,800,7.782669036500082e-24
Scl,0.26585967012749673,Einasto,b,1000,7.855771385203115e-24
Scl,0.26585967012749673,Einasto,b,2000,9.185484780276154e-24
Scl,0.26585967012749673,Einasto,b,3000,1.1311944845145772e-23
Scl,0.26585967012749673,Einasto,b,5000,1.671951626265253e-23
Scl,0.26585967012749673,Einasto,b,7000,2.2804873478108727e-23
Scl,0.26585967012749673,Einasto,b,10000,3.2185700915517145e-23
Scl,0.26585967012749673,Einasto,b,20000,5.643020692804807e-23
Scl,0.26585967012749673,Einasto,b,30000,6.752353137062835e-23
Scl,0.26585967012749673,Einasto,b,100000,1.6031941627424893e-22
Scl,0.26585967012749673,Einasto,b,70,2.8748743515584157e-22
Scl,0.26585967012749673,Einasto,b,100,9.622990382996385e-23
Scl,0.26585967012749673,Einasto,b,200,2.485866699883589e-23
Scl,0.26585967012749673,Einasto,b,500,1.1278448366332989e-23
Scl,0.26585967012749673,Einasto,b,800,1.0468260097646428e-23
Scl,0.26585967012749673,Einasto,b,1000,1.1005577412298056e-23
Scl,0.26585967012749673,Einasto,b,2000,1.3553405996570778e-23
Scl,0.26585967012749673,Einasto,b,3000,1.5280303488531027e-23
Scl,0.26585967012749673,Einasto,b,5000,1.734836651583864e-23
Scl,0.26585967012749673,Einasto,b,7000,1.8991999648942872e-23
Scl,0.26585967012749673,Einasto,b,10000,2.1337078106564888e-23
Scl,0.26585967012749673,Einasto,b,20000,2.956817001389211e-23
Scl,0.26585967012749673,Einasto,b,30000,3.78673757522444e-23
Scl,0.26585967012749673,Einasto,b,50000,5.221762053744171e-23
Scl,0.26585967012749673,Einasto,b,100000,8.452017891848429e-23
Scl,0.26585967012749673,Einasto,b,70,3.4120649454417923e-22
Scl,0.26585967012749673,Einasto,b,100,1.1296043443369693e-22
