,name,profile,ch,mass,quantile,sigma_v
1149,UMi,Einasto,mu,200,0.95,1.0379196423432294e-23
1150,UMi,Einasto,mu,500,0.05,2.442936576813548e-24
1151,UMi,Einasto,mu,500,0.32,4.171770371033974e-24
1152,UMi,Einasto,mu,500,0.5,5.431693033671125e-24
1153,UMi,Einasto,mu,500,0.68,7.067694458123567e-24
1154,UMi,Einasto,mu,500,0.95,1.6217658147985872e-23
1155,UMi,Einasto,mu,1000,0.05,2.8115093073079735e-24
1156,UMi,Einasto,mu,1000,0.32,5.228791420740419e-24
1157,UMi,Einasto,mu,1000,0.5,6.854897411094051e-24
1158,UMi,Einasto,mu,1000,0.68,8.829987879620024e-24
1159,UMi,Einasto,mu,1000,0.95,1.916918093208718e-23
1160,UMi,Einasto,mu,5000,0.05,7.019913742779824e-24
1161,UMi,Einasto,mu,5000,0.32,1.085399026365384e-23
1162,UMi,Einasto,mu,5000,0.5,1.4320940850652234e-23
1163,UMi,Einasto,mu,5000,0.68,1.9493162905222205e-23
1164,UMi,Einasto,mu,5000,0.95,4.088263483722203e-23
1165,UMi,Einasto,mu,10000,0.05,1.2507229612895632e-23
1166,UMi,Einasto,mu,10000,0.32,2.0513490028067493e-23
1167,UMi,Einasto,mu,10000,0.5,2.631552001831325e-23
1168,UMi,Einasto,mu,10000,0.68,3.617170682223061e-23
1169,UMi,Einasto,mu,10000,0.95,7.11307071968858e-23
1170,UMi,Einasto,mu,50000,0.05,8.799688578271975e-23
1171,UMi,Einasto,mu,50000,0.32,1.4585680385296452e-22
1172,UMi,Einasto,mu,50000,0.5,1.866798422232351e-22
1173,UMi,Einasto,mu,50000,0.68,2.4447928206104826e-22
1174,UMi,Einasto,mu,50000,0.95,4.676038061985683e-22
1175,UMi,Einasto,mu,100000,0.05,2.510901635518986e-22
1176,UMi,Einasto,mu,100000,0.32,3.9936916343633804e-22
1177,UMi,Einasto,mu,100000,0.5,5.406881512197239e-22
1178,UMi,Einasto,mu,100000,0.68,6.867973682422894e-22
1179,UMi,Einasto,mu,100000,0.95,1.3372716281055337e-21
1180,UMi,Einasto,tau,70,0.05,8.401019519911981e-25
1181,UMi,Einasto,tau,70,0.32,1.4693950821010227e-24
1182,UMi,Einasto,tau,70,0.5,1.8977119785881934e-24
1183,UMi,Einasto,tau,70,0.68,2.407510794461955e-24
1184,UMi,Einasto,tau,70,0.95,4.684365770068008e-24
1185,UMi,Einasto,tau,100,0.05,6.396858504753499e-25
1186,UMi,Einasto,tau,100,0.32,1.0697774475000193e-24
1187,UMi,Einasto,tau,100,0.5,1.3837585884917191e-24
1188,UMi,Einasto,tau,100,0.68,1.8112356661055312e-24
1189,UMi,Einasto,tau,100,0.95,3.52424421565384e-24
1190,UMi,Einasto,tau,200,0.05,4.930502213530277e-25
1191,UMi,Einasto,tau,200,0.32,8.422505516069916e-25
1192,UMi,Einasto,tau,200,0.5,1.109746116979418e-24
1193,UMi,Einasto,tau,200,0.68,1.375793025582946e-24
