,name,profile,ch,mass,quantile,sigma_v
155,CBe,Einasto,tau,5000,0.05,5.705744541991876e-24
156,CBe,Einasto,tau,5000,0.32,1.2623233980017342e-23
157,CBe,Einasto,tau,5000,0.5,1.6673853249806166e-23
158,CBe,Einasto,tau,5000,0.68,2.5905013273753257e-23
159,CBe,Einasto,tau,5000,0.95,1.198705996712569e-22
160,CBe,Einasto,tau,10000,0.05,9.718678198354096e-24
161,CBe,Einasto,tau,10000,0.32,1.9887000153270321e-23
162,CBe,Einasto,tau,10000,0.5,3.0568253845189084e-23
163,CBe,Einasto,tau,10000,0.68,4.648934035943606e-23
164,CBe,Einasto,tau,10000,0.95,1.7318221878140479e-22
165,CBe,Einasto,tau,50000,0.05,6.71110819498013e-23
166,CBe,Einasto,tau,50000,0.32,1.3073625877479566e-22
167,CBe,Einasto,tau,50000,0.5,2.0639185758411624e-22
168,CBe,Einasto,tau,50000,0.68,3.2427369375178306e-22
169,CBe,Einasto,tau,50000,0.95,1.4036017993988828e-21
170,CBe,Einasto,tau,100000,0.05,1.9748393628491933e-22
171,CBe,Einasto,tau,100000,0.32,3.8429686171441735e-22
172,CBe,Einasto,tau,100000,0.5,5.894677761714649e-22
173,CBe,Einasto,tau,100000,0.68,1.0413611560279921e-21
174,CBe,Einasto,tau,100000,0.95,4.2421911512503315e-21
