,name,profile,ch,mass,quantile,sigma_v
264,DraI,Einasto,mu,70,0.95,1.8595663405864494e-23
265,DraI,Einasto,mu,100,0.05,3.2004126799484644e-24
266,DraI,Einasto,mu,100,0.32,5.4551684578977016e-24
267,DraI,Einasto,mu,100,0.5,7.10827766232416e-24
268,DraI,Einasto,mu,100,0.68,9.098882731681431e-24
269,DraI,Einasto,mu,100,0.95,1.6409958297859326e-23
270,DraI,Einasto,mu,200,0.05,2.9926208715695352e-24
271,DraI,Einasto,mu,200,0.32,5.411537886068191e-24
272,DraI,Einasto,mu,200,0.5,7.007075148254249e-24
273,DraI,Einasto,mu,200,0.68,8.801312266592234e-24
274,DraI,Einasto,mu,200,0.95,1.5375468758749166e-23
275,DraI,Einasto,mu,500,0.05,4.063077927401215e-24
276,DraI,Einasto,mu,500,0.32,6.5009165237025805e-24
277,DraI,Einasto,mu,500,0.5,8.506546827412107e-24
278,DraI,Einasto,mu,500,0.68,1.0785762342825774e-23
279,DraI,Einasto,mu,500,0.95,1.9297409981438024e-23
280,DraI,Einasto,mu,1000,0.05,5.1318839717895436e-24
281,DraI,Einasto,mu,1000,0.32,8.569136947404044e-24
282,DraI,Einasto,mu,1000,0.5,1.068938099182256e-23
283,DraI,Einasto,mu,1000,0.68,1.3835784551428456e-23
284,DraI,Einasto,mu,1000,0.95,2.5243723203334784e-23
285,DraI,Einasto,mu,5000,0.05,1.3003491950470152e-23
286,DraI,Einasto,mu,5000,0.32,2.1232311969246177e-23
287,DraI,Einasto,mu,5000,0.5,2.5954381532813022e-23
288,DraI,Einasto,mu,5000,0.68,3.3927868852966065e-23
289,DraI,Einasto,mu,5000,0.95,6.369290809832925e-23
290,DraI,Einasto,mu,10000,0.05,2.4555031365538475e-23
291,DraI,Einasto,mu,10000,0.32,4.4064961737457944e-23
292,DraI,Einasto,mu,10000,0.5,5.615752242594831e-23
293,DraI,Einasto,mu,10000,0.68,7.320453664990923e-23
294,DraI,Einasto,mu,10000,0.95,1.3036774408217966e-22
295,DraI,Einasto,mu,50000,0.05,2.0347630314323473e-22
296,DraI,Einasto,mu,50000,0.32,3.453627336228394e-22
297,DraI,Einasto,mu,50000,0.5,4.4784018650167395e-22
298,DraI,Einasto,mu,50000,0.68,5.569502645132706e-22
299,DraI,Einasto,mu,50000,0.95,1.0055685406287211e-21
300,DraI,Einasto,mu,100000,0.05,5.804421377846982e-22
301,DraI,Einasto,mu,100000,0.32,9.69545056298066e-22
302,DraI,Einasto,mu,100000,0.5,1.2542552446037188e-21
303,DraI,Einasto,mu,100000,0.68,1.611595103616526e-21
304,DraI,Einasto,mu,100000,0.95,2.855965825464376e-21
305,DraI,Einasto,tau,70,0.05,1.3832602012985516e-24
306,DraI,Einasto,tau,70,0.32,2.357646128394781e-24
307,DraI,Einasto,tau,70,0.5,2.950026468243597e-24
308,DraI,Einasto,tau,70,0.68,3.6560195842764614e-24
309,DraI,Einasto,tau,70,0.95,6.817547636228624e-24
310,DraI,Einasto,tau,100,0.05,9.245948349408464e-25
311,DraI,Einasto,tau,100,0.32,1.6030298698909056e-24
312,DraI,Einasto,tau,100,0.5,1.995286551850838e-24
313,DraI,Einasto,tau,100,0.68,2.5204726342601373e-24
314,DraI,Einasto,tau,100,0.95,4.4606293398519654e-24
315,DraI,Einasto,tau,200,0.05,7.125006581856288e-25
316,DraI,Einasto,tau,200,0.32,1.2041643424609312e-24
317,DraI,Einasto,tau,200,0.5,1.5656903495498018e-24
318,DraI,Einasto,tau,200,0.68,2.1088947813812406e-24
319,DraI,Einasto,tau,200,0.95,3.5639021307699925e-24
320,DraI,Einasto,tau,500,0.05,9.082404108158955e-25
321,DraI,Einasto,tau,500,0.32,1.5261900894700042e-24
322,DraI,Einasto,tau,500,0.5,1.885195402857957e-24
323,DraI,Einasto,tau,500,0.68,2.467790712663148e-24
324,DraI,Einasto,tau,500,0.95,4.229867159057072e-24
325,DraI,Einasto,tau,1000,0.05,1.1866056834819324e-24
326,DraI,Einasto,tau,1000,0.32,1.9095870097701547e-24
327,DraI,Einasto,tau,1000,0.5,2.4943581794180626e-24
328,DraI,Einasto,tau,1000,0.68,3.2254987602985685e-24
329,DraI,Einasto,tau,1000,0.95,5.869483758336184e-24
330,DraI,Einasto,tau,5000,0.05,2.8785257224153244e-24
331,DraI,Einasto,tau,5000,0.32,4.8827118223353356e-24
332,DraI,Einasto,tau,5000,0.5,5.978805627573744e-24
333,DraI,Einasto,tau,5000,0.68,7.817803475609624e-24
334,DraI,Einasto,tau,5000,0.95,1.466373916848591e-23
335,DraI,Einasto,tau,10000,0.05,5.097189410694988e-24
336,DraI,Einasto,tau,10000,0.32,8.6657487944761e-24
337,DraI,Einasto,tau,10000,0.5,1.075387128735925e-23
338,DraI,Einasto,tau,10000,0.68,1.3905522133909016e-23
339,DraI,Einasto,tau,10000,0.95,2.688699515170686e-23
340,DraI,Einasto,tau,50000,0.05,3.5774280994154345e-23
341,DraI,Einasto,tau,50000,0.32,6.32825942061165e-23
342,DraI,Einasto,tau,50000,0.5,8.284938379241955e-23
343,DraI,Einasto,tau,50000,0.68,1.0199124783066822e-22
344,DraI,Einasto,tau,50000,0.95,1.788290356020585e-22
345,DraI,Einasto,tau,100000,0.05,1.1177839065934612e-22
346,DraI,Einasto,tau,100000,0.32,1.8726472074769572e-22
347,DraI,Einasto,tau,100000,0.5,2.421919360313215e-22
348,DraI,Einasto,tau,100000,0.68,3.0427219292732112e-22
349,DraI,Einasto,tau,100000,0.95,5.504023434697144e-22
