,name,jfactor,profile,ch,mass,quantile,sigma_v
1500,Scl,0.21576288160044,Burkert,W,100,0.05,6.711351426115635e-23
1501,Scl,0.21576288160044,Burkert,W,100,0.32,1.0911667468229418e-22
1502,Scl,0.21576288160044,Burkert,W,100,0.5,1.3526574247553725e-22
1503,Scl,0.21576288160044,Burkert,W,100,0.68,1.6403806558121852e-22
1504,Scl,0.21576288160044,Burkert,W,100,0.95,2.731209895082411e-22
1505,Scl,0.21576288160044,Burkert,W,200,0.05,1.0617553355834517e-23
1506,Scl,0.21576288160044,Burkert,W,200,0.32,1.6577686030490414e-23
1507,Scl,0.21576288160044,Burkert,W,200,0.5,2.01046524413664e-23
1508,Scl,0.21576288160044,Burkert,W,200,0.68,2.4444876438416445e-23
1509,Scl,0.21576288160044,Burkert,W,200,0.95,3.9578136348803664e-23
1510,Scl,0.21576288160044,Burkert,W,500,0.05,6.1232822383856636e-24
1511,Scl,0.21576288160044,Burkert,W,500,0.32,9.933867769861746e-24
1512,Scl,0.21576288160044,Burkert,W,500,0.5,1.2082228932862385e-23
1513,Scl,0.21576288160044,Burkert,W,500,0.68,1.4712860231919606e-23
1514,Scl,0.21576288160044,Burkert,W,500,0.95,2.1620786508225499e-23
1515,Scl,0.21576288160044,Burkert,W,1000,0.05,6.070787279266188e-24
1516,Scl,0.21576288160044,Burkert,W,1000,0.32,1.0024032204763222e-23
1517,Scl,0.21576288160044,Burkert,W,1000,0.5,1.260193754102242e-23
1518,Scl,0.21576288160044,Burkert,W,1000,0.68,1.4999400789144172e-23
1519,Scl,0.21576288160044,Burkert,W,1000,0.95,2.2972702537092808e-23
1520,Scl,0.21576288160044,Burkert,W,5000,0.05,9.313394346368746e-24
1521,Scl,0.21576288160044,Burkert,W,5000,0.32,1.501094344152135e-23
1522,Scl,0.21576288160044,Burkert,W,5000,0.5,1.826345515012928e-23
1523,Scl,0.21576288160044,Burkert,W,5000,0.68,2.266839768552847e-23
1524,Scl,0.21576288160044,Burkert,W,5000,0.95,3.4908748889563923e-23
1525,Scl,0.21576288160044,Burkert,W,10000,0.05,1.2876707750760326e-23
1526,Scl,0.21576288160044,Burkert,W,10000,0.32,2.0841667832217337e-23
1527,Scl,0.21576288160044,Burkert,W,10000,0.5,2.585083125084234e-23
1528,Scl,0.21576288160044,Burkert,W,10000,0.68,3.204482054908261e-23
1529,Scl,0.21576288160044,Burkert,W,10000,0.95,4.77734237001264e-23
1530,Scl,0.21576288160044,Burkert,W,50000,0.05,4.526284556879011e-23
1531,Scl,0.21576288160044,Burkert,W,50000,0.32,7.579657068853828e-23
1532,Scl,0.21576288160044,Burkert,W,50000,0.5,9.379170192358048e-23
1533,Scl,0.21576288160044,Burkert,W,50000,0.68,1.1324015778606796e-22
1534,Scl,0.21576288160044,Burkert,W,50000,0.95,1.9001944146344428e-22
1535,Scl,0.21576288160044,Burkert,W,100000,0.05,8.615343957170427e-23
1536,Scl,0.21576288160044,Burkert,W,100000,0.32,1.442604492249214e-22
1537,Scl,0.21576288160044,Burkert,W,100000,0.5,1.7904290124947772e-22
1538,Scl,0.21576288160044,Burkert,W,100000,0.68,2.2670595052159376e-22
1539,Scl,0.21576288160044,Burkert,W,100000,0.95,3.2780274726812963e-22
1540,Scl,0.21576288160044,Burkert,Z,100,0.05,1.2400588573085293e-22
1541,Scl,0.21576288160044,Burkert,Z,100,0.32,2.0761460658338165e-22
1542,Scl,0.21576288160044,Burkert,Z,100,0.5,2.5881693800994664e-22
1543,Scl,0.21576288160044,Burkert,Z,100,0.68,3.146743624587593e-22
1544,Scl,0.21576288160044,Burkert,Z,100,0.95,4.685143918069168e-22
1545,Scl,0.21576288160044,Burkert,Z,200,0.05,1.5024878586678228e-23
1546,Scl,0.21576288160044,Burkert,Z,200,0.32,2.386842199995656e-23
1547,Scl,0.21576288160044,Burkert,Z,200,0.5,2.9866834764269575e-23
1548,Scl,0.21576288160044,Burkert,Z,200,0.68,3.6887698413970213e-23
1549,Scl,0.21576288160044,Burkert,Z,200,0.95,5.465124623446257e-23
1550,Scl,0.21576288160044,Burkert,Z,500,0.05,7.85983683878851e-24
1551,Scl,0.21576288160044,Burkert,Z,500,0.32,1.2623030746824588e-23
1552,Scl,0.21576288160044,Burkert,Z,500,0.5,1.553994363078611e-23
1553,Scl,0.21576288160044,Burkert,Z,500,0.68,1.8941468553013602e-23
1554,Scl,0.21576288160044,Burkert,Z,500,0.95,2.817641103943104e-23
1555,Scl,0.21576288160044,Burkert,Z,1000,0.05,7.841876687969219e-24
1556,Scl,0.21576288160044,Burkert,Z,1000,0.32,1.2850442438189873e-23
1557,Scl,0.21576288160044,Burkert,Z,1000,0.5,1.5762973562275385e-23
1558,Scl,0.21576288160044,Burkert,Z,1000,0.68,1.9040230190363945e-23
1559,Scl,0.21576288160044,Burkert,Z,1000,0.95,2.8986632915203736e-23
1560,Scl,0.21576288160044,Burkert,Z,5000,0.05,1.244625915301989e-23
1561,Scl,0.21576288160044,Burkert,Z,5000,0.32,2.0964868417808918e-23
1562,Scl,0.21576288160044,Burkert,Z,5000,0.5,2.5546392401048042e-23
1563,Scl,0.21576288160044,Burkert,Z,5000,0.68,3.1431478185143296e-23
1564,Scl,0.21576288160044,Burkert,Z,5000,0.95,4.6888429898308105e-23
1565,Scl,0.21576288160044,Burkert,Z,10000,0.05,1.7140276932108326e-23
1566,Scl,0.21576288160044,Burkert,Z,10000,0.32,2.868581902257777e-23
1567,Scl,0.21576288160044,Burkert,Z,10000,0.5,3.583137809552774e-23
1568,Scl,0.21576288160044,Burkert,Z,10000,0.68,4.339361735944953e-23
1569,Scl,0.21576288160044,Burkert,Z,10000,0.95,6.351934780756421e-23
1570,Scl,0.21576288160044,Burkert,Z,50000,0.05,4.798631050892206e-23
1571,Scl,0.21576288160044,Burkert,Z,50000,0.32,7.810617865621544e-23
1572,Scl,0.21576288160044,Burkert,Z,50000,0.5,9.514869571696549e-23
1573,Scl,0.21576288160044,Burkert,Z,50000,0.68,1.1535381787184898e-22
1574,Scl,0.21576288160044,Burkert,Z,50000,0.95,1.9550175911302821e-22
1575,Scl,0.21576288160044,Burkert,Z,100000,0.05,8.667052169402011e-23
1576,Scl,0.21576288160044,Burkert,Z,100000,0.32,1.4469909855508968e-22
1577,Scl,0.21576288160044,Burkert,Z,100000,0.5,1.814722409548124e-22
1578,Scl,0.21576288160044,Burkert,Z,100000,0.68,2.3059823960369067e-22
1579,Scl,0.21576288160044,Burkert,Z,100000,0.95,3.265448063088053e-22
1580,Scl,0.21576288160044,Burkert,b,70,0.05,2.1042543759820829e-22
1581,Scl,0.21576288160044,Burkert,b,70,0.32,3.5545107642260155e-22
1582,Scl,0.21576288160044,Burkert,b,70,0.5,4.448205741442251e-22
1583,Scl,0.21576288160044,Burkert,b,70,0.68,5.441266323751655e-22
1584,Scl,0.21576288160044,Burkert,b,70,0.95,7.999795691720009e-22
1585,Scl,0.21576288160044,Burkert,b,100,0.05,7.601679143744704e-23
1586,Scl,0.21576288160044,Burkert,b,100,0.32,1.2173956854145968e-22
1587,Scl,0.21576288160044,Burkert,b,100,0.5,1.4921573041808721e-22
1588,Scl,0.21576288160044,Burkert,b,100,0.68,1.8314883624180408e-22
1589,Scl,0.21576288160044,Burkert,b,100,0.95,2.8312760800941115e-22
1590,Scl,0.21576288160044,Burkert,b,200,0.05,2.006683777482614e-23
1591,Scl,0.21576288160044,Burkert,b,200,0.32,3.256224382992525e-23
1592,Scl,0.21576288160044,Burkert,b,200,0.5,4.048169169057274e-23
1593,Scl,0.21576288160044,Burkert,b,200,0.68,5.011995028915427e-23
1594,Scl,0.21576288160044,Burkert,b,200,0.95,7.401167974638238e-23
1595,Scl,0.21576288160044,Burkert,b,500,0.05,8.665174492798178e-24
1596,Scl,0.21576288160044,Burkert,b,500,0.32,1.3800551412096586e-23
1597,Scl,0.21576288160044,Burkert,b,500,0.5,1.6786835907270978e-23
1598,Scl,0.21576288160044,Burkert,b,500,0.68,2.0553370786161585e-23
1599,Scl,0.21576288160044,Burkert,b,500,0.95,3.1813401772819167e-23
1600,Scl,0.21576288160044,Burkert,b,1000,0.05,7.614783131881188e-24
1601,Scl,0.21576288160044,Burkert,b,1000,0.32,1.2328216064634037e-23
1602,Scl,0.21576288160044,Burkert,b,1000,0.5,1.5300267887940005e-23
1603,Scl,0.21576288160044,Burkert,b,1000,0.68,1.8398276820015496e-23
1604,Scl,0.21576288160044,Burkert,b,1000,0.95,2.775921051907325e-23
1605,Scl,0.21576288160044,Burkert,b,5000,0.05,1.1773143606593376e-23
1606,Scl,0.21576288160044,Burkert,b,5000,0.32,1.9700004211935844e-23
1607,Scl,0.21576288160044,Burkert,b,5000,0.5,2.4329753278424452e-23
1608,Scl,0.21576288160044,Burkert,b,5000,0.68,2.926471402988875e-23
1609,Scl,0.21576288160044,Burkert,b,5000,0.95,4.3898971241890674e-23
1610,Scl,0.21576288160044,Burkert,b,10000,0.05,1.6234423405043378e-23
1611,Scl,0.21576288160044,Burkert,b,10000,0.32,2.682843710560717e-23
1612,Scl,0.21576288160044,Burkert,b,10000,0.5,3.342561496325553e-23
1613,Scl,0.21576288160044,Burkert,b,10000,0.68,4.084084052543349e-23
1614,Scl,0.21576288160044,Burkert,b,10000,0.95,6.031317827829148e-23
1615,Scl,0.21576288160044,Burkert,b,50000,0.05,4.1474125980295553e-23
1616,Scl,0.21576288160044,Burkert,b,50000,0.32,6.999258762101652e-23
1617,Scl,0.21576288160044,Burkert,b,50000,0.5,8.628364612008204e-23
1618,Scl,0.21576288160044,Burkert,b,50000,0.68,1.0433412644926648e-22
1619,Scl,0.21576288160044,Burkert,b,50000,0.95,1.7749374696940617e-22
1620,Scl,0.21576288160044,Burkert,b,100000,0.05,7.266209395072327e-23
1621,Scl,0.21576288160044,Burkert,b,100000,0.32,1.201675665266043e-22
1622,Scl,0.21576288160044,Burkert,b,100000,0.5,1.4858351411870164e-22
1623,Scl,0.21576288160044,Burkert,b,100000,0.68,1.87904113163156e-22
1624,Scl,0.21576288160044,Burkert,b,100000,0.95,2.8002903754202407e-22
1625,Scl,0.21576288160044,Burkert,mu,70,0.05,1.2885731491080301e-23
1626,Scl,0.21576288160044,Burkert,mu,70,0.32,2.057587186596984e-23
1627,Scl,0.21576288160044,Burkert,mu,70,0.5,2.5683094064844144e-23
1628,Scl,0.21576288160044,Burkert,mu,70,0.68,3.129304045129016e-23
1629,Scl,0.21576288160044,Burkert,mu,70,0.95,4.8558092665731867e-23
1630,Scl,0.21576288160044,Burkert,mu,100,0.05,7.702518014437996e-24
1631,Scl,0.21576288160044,Burkert,mu,100,0.32,1.2313954589379896e-23
1632,Scl,0.21576288160044,Burkert,mu,100,0.5,1.5248965063190605e-23
1633,Scl,0.21576288160044,Burkert,mu,100,0.68,1.8737372086937168e-23
1634,Scl,0.21576288160044,Burkert,mu,100,0.95,2.8914915409201164e-23
1635,Scl,0.21576288160044,Burkert,mu,200,0.05,6.77283229112218e-24
1636,Scl,0.21576288160044,Burkert,mu,200,0.32,1.095170345416147e-23
1637,Scl,0.21576288160044,Burkert,mu,200,0.5,1.3693652077862766e-23
1638,Scl,0.21576288160044,Burkert,mu,200,0.68,1.6975175349137352e-23
1639,Scl,0.21576288160044,Burkert,mu,200,0.95,2.480027846601153e-23
1640,Scl,0.21576288160044,Burkert,mu,500,0.05,8.323977608642864e-24
1641,Scl,0.21576288160044,Burkert,mu,500,0.32,1.357904062808999e-23
1642,Scl,0.21576288160044,Burkert,mu,500,0.5,1.6910488128151172e-23
1643,Scl,0.21576288160044,Burkert,mu,500,0.68,2.0724429138956898e-23
1644,Scl,0.21576288160044,Burkert,mu,500,0.95,3.0682583189433334e-23
1645,Scl,0.21576288160044,Burkert,mu,1000,0.05,9.704468168809021e-24
1646,Scl,0.21576288160044,Burkert,mu,1000,0.32,1.6429852510619865e-23
1647,Scl,0.21576288160044,Burkert,mu,1000,0.5,2.0278593397257436e-23
1648,Scl,0.21576288160044,Burkert,mu,1000,0.68,2.481933234432502e-23
1649,Scl,0.21576288160044,Burkert,mu,1000,0.95,3.851843607752164e-23
1650,Scl,0.21576288160044,Burkert,mu,5000,0.05,2.152471437440979e-23
1651,Scl,0.21576288160044,Burkert,mu,5000,0.32,3.6304745367399736e-23
1652,Scl,0.21576288160044,Burkert,mu,5000,0.5,4.480536426698073e-23
1653,Scl,0.21576288160044,Burkert,mu,5000,0.68,5.616255954586396e-23
1654,Scl,0.21576288160044,Burkert,mu,5000,0.95,8.611881935691769e-23
1655,Scl,0.21576288160044,Burkert,mu,10000,0.05,3.726080998017077e-23
1656,Scl,0.21576288160044,Burkert,mu,10000,0.32,6.154888087521584e-23
1657,Scl,0.21576288160044,Burkert,mu,10000,0.5,7.73515033016801e-23
1658,Scl,0.21576288160044,Burkert,mu,10000,0.68,9.572348713235692e-23
1659,Scl,0.21576288160044,Burkert,mu,10000,0.95,1.4907177484339263e-22
1660,Scl,0.21576288160044,Burkert,mu,50000,0.05,2.268124243882748e-22
1661,Scl,0.21576288160044,Burkert,mu,50000,0.32,3.8333051199289003e-22
1662,Scl,0.21576288160044,Burkert,mu,50000,0.5,4.772913635608846e-22
1663,Scl,0.21576288160044,Burkert,mu,50000,0.68,5.992309718120632e-22
1664,Scl,0.21576288160044,Burkert,mu,50000,0.95,8.827556430144921e-22
1665,Scl,0.21576288160044,Burkert,mu,100000,0.05,6.211224744350176e-22
1666,Scl,0.21576288160044,Burkert,mu,100000,0.32,1.0475259753004692e-21
1667,Scl,0.21576288160044,Burkert,mu,100000,0.5,1.326373865777002e-21
1668,Scl,0.21576288160044,Burkert,mu,100000,0.68,1.6259984876146928e-21
1669,Scl,0.21576288160044,Burkert,mu,100000,0.95,2.4275845254297258e-21
1670,Scl,0.21576288160044,Burkert,t,200,0.05,5.357285821674195e-23
1671,Scl,0.21576288160044,Burkert,t,200,0.32,8.571825949332592e-23
1672,Scl,0.21576288160044,Burkert,t,200,0.5,1.0477014750073962e-22
1673,Scl,0.21576288160044,Burkert,t,200,0.68,1.2932120581398188e-22
1674,Scl,0.21576288160044,Burkert,t,200,0.95,2.1611909378608173e-22
1675,Scl,0.21576288160044,Burkert,t,500,0.05,1.316793897921423e-23
1676,Scl,0.21576288160044,Burkert,t,500,0.32,2.086814032400668e-23
1677,Scl,0.21576288160044,Burkert,t,500,0.5,2.527358709880465e-23
1678,Scl,0.21576288160044,Burkert,t,500,0.68,3.079164022580772e-23
1679,Scl,0.21576288160044,Burkert,t,500,0.95,5.008775487783274e-23
1680,Scl,0.21576288160044,Burkert,t,1000,0.05,1.0993819253550354e-23
1681,Scl,0.21576288160044,Burkert,t,1000,0.32,1.7817530176672793e-23
1682,Scl,0.21576288160044,Burkert,t,1000,0.5,2.2018060631559976e-23
1683,Scl,0.21576288160044,Burkert,t,1000,0.68,2.6624458569270375e-23
