,name,jfactor,profile,ch,mass,quantile,sigma_v
0,CBe,8.985303557386876,Einasto,W,100,0.05,3.614104737563033e-24
1,CBe,8.985303557386876,Einasto,W,100,0.32,5.5275781727355125e-24
2,CBe,8.985303557386876,Einasto,W,100,0.5,6.641962342529076e-24
3,CBe,8.985303557386876,Einasto,W,100,0.68,8.04860831193617e-24
4,CBe,8.985303557386876,Einasto,W,100,0.95,1.242920337506608e-23
5,CBe,8.985303557386876,Einasto,W,200,0.05,1.1028764385689695e-24
6,CBe,8.985303557386876,Einasto,W,200,0.32,1.6863270904546205e-24
7,CBe,8.985303557386876,Einasto,W,200,0.5,2.039027572164524e-24
8,CBe,8.985303557386876,Einasto,W,200,0.68,2.51204145005973e-24
9,CBe,8.985303557386876,Einasto,W,200,0.95,3.8983424681959334e-24
10,CBe,8.985303557386876,Einasto,W,500,0.05,8.459950203516091e-25
11,CBe,8.985303557386876,Einasto,W,500,0.32,1.317796960566061e-24
12,CBe,8.985303557386876,Einasto,W,500,0.5,1.6096219947775007e-24
13,CBe,8.985303557386876,Einasto,W,500,0.68,1.968997400750498e-24
14,CBe,8.985303557386876,Einasto,W,500,0.95,3.0412306803335316e-24
15,CBe,8.985303557386876,Einasto,W,1000,0.05,9.732388602771748e-25
16,CBe,8.985303557386876,Einasto,W,1000,0.32,1.5321917908549218e-24
17,CBe,8.985303557386876,Einasto,W,1000,0.5,1.86984012088881e-24
18,CBe,8.985303557386876,Einasto,W,1000,0.68,2.3053228705627134e-24
19,CBe,8.985303557386876,Einasto,W,1000,0.95,3.506519500314171e-24
20,CBe,8.985303557386876,Einasto,W,5000,0.05,1.8909452396256343e-24
21,CBe,8.985303557386876,Einasto,W,5000,0.32,3.0503639666727474e-24
22,CBe,8.985303557386876,Einasto,W,5000,0.5,3.769513846581535e-24
23,CBe,8.985303557386876,Einasto,W,5000,0.68,4.722836510877832e-24
24,CBe,8.985303557386876,Einasto,W,5000,0.95,7.05621350231641e-24
25,CBe,8.985303557386876,Einasto,W,10000,0.05,3.072781071632292e-24
26,CBe,8.985303557386876,Einasto,W,10000,0.32,4.91442766560016e-24
27,CBe,8.985303557386876,Einasto,W,10000,0.5,6.1180171416256314e-24
28,CBe,8.985303557386876,Einasto,W,10000,0.68,7.62179641096196e-24
29,CBe,8.985303557386876,Einasto,W,10000,0.95,1.144388513488093e-23
30,CBe,8.985303557386876,Einasto,W,50000,0.05,1.1385487139292325e-23
31,CBe,8.985303557386876,Einasto,W,50000,0.32,1.8881955571483e-23
32,CBe,8.985303557386876,Einasto,W,50000,0.5,2.353975349703574e-23
33,CBe,8.985303557386876,Einasto,W,50000,0.68,2.93367547029539e-23
34,CBe,8.985303557386876,Einasto,W,50000,0.95,4.391598421931743e-23
35,CBe,8.985303557386876,Einasto,W,100000,0.05,2.210995549064366e-23
36,CBe,8.985303557386876,Einasto,W,100000,0.32,3.699294539241649e-23
37,CBe,8.985303557386876,Einasto,W,100000,0.5,4.5963235747535393e-23
38,CBe,8.985303557386876,Einasto,W,100000,0.68,5.765422449235053e-23
39,CBe,8.985303557386876,Einasto,W,100000,0.95,8.629908680954593e-23
40,CBe,8.985303557386876,Einasto,Z,100,0.05,5.979806896810211e-24
41,CBe,8.985303557386876,Einasto,Z,100,0.32,9.138515790143534e-24
42,CBe,8.985303557386876,Einasto,Z,100,0.5,1.0977805372537669e-23
43,CBe,8.985303557386876,Einasto,Z,100,0.68,1.3298200404679765e-23
44,CBe,8.985303557386876,Einasto,Z,100,0.95,2.0670501767168746e-23
45,CBe,8.985303557386876,Einasto,Z,200,0.05,1.4280877543811646e-24
46,CBe,8.985303557386876,Einasto,Z,200,0.32,2.1815464098508972e-24
47,CBe,8.985303557386876,Einasto,Z,200,0.5,2.618467850693705e-24
48,CBe,8.985303557386876,Einasto,Z,200,0.68,3.249846530376789e-24
49,CBe,8.985303557386876,Einasto,Z,200,0.95,4.982963155497339e-24
50,CBe,8.985303557386876,Einasto,Z,500,0.05,1.035133051397964e-24
51,CBe,8.985303557386876,Einasto,Z,500,0.32,1.5972758386720326e-24
52,CBe,8.985303557386876,Einasto,Z,500,0.5,1.950374061369981e-24
53,CBe,8.985303557386876,Einasto,Z,500,0.68,2.38407557813138e-24
54,CBe,8.985303557386876,Einasto,Z,500,0.95,3.685654075426632e-24
55,CBe,8.985303557386876,Einasto,Z,1000,0.05,1.1495072298500215e-24
56,CBe,8.985303557386876,Einasto,Z,1000,0.32,1.7990031917227662e-24
57,CBe,8.985303557386876,Einasto,Z,1000,0.5,2.2097249963620092e-24
58,CBe,8.985303557386876,Einasto,Z,1000,0.68,2.7130777613929323e-24
59,CBe,8.985303557386876,Einasto,Z,1000,0.95,4.151753685491074e-24
60,CBe,8.985303557386876,Einasto,Z,5000,0.05,2.397702647850693e-24
61,CBe,8.985303557386876,Einasto,Z,5000,0.32,3.792631080406586e-24
62,CBe,8.985303557386876,Einasto,Z,5000,0.5,4.667621727758918e-24
63,CBe,8.985303557386876,Einasto,Z,5000,0.68,5.802273877027951e-24
64,CBe,8.985303557386876,Einasto,Z,5000,0.95,8.775556187230486e-24
65,CBe,8.985303557386876,Einasto,Z,10000,0.05,3.57829179579121e-24
66,CBe,8.985303557386876,Einasto,Z,10000,0.32,5.7486329998158045e-24
67,CBe,8.985303557386876,Einasto,Z,10000,0.5,7.153978616987355e-24
68,CBe,8.985303557386876,Einasto,Z,10000,0.68,8.857408676055143e-24
69,CBe,8.985303557386876,Einasto,Z,10000,0.95,1.3350529506745357e-23
70,CBe,8.985303557386876,Einasto,Z,50000,0.05,1.1208066302666244e-23
71,CBe,8.985303557386876,Einasto,Z,50000,0.32,1.861199672706502e-23
72,CBe,8.985303557386876,Einasto,Z,50000,0.5,2.3064922675651722e-23
73,CBe,8.985303557386876,Einasto,Z,50000,0.68,2.88800286281704e-23
74,CBe,8.985303557386876,Einasto,Z,50000,0.95,4.334475218726977e-23
75,CBe,8.985303557386876,Einasto,Z,100000,0.05,2.141378636192452e-23
76,CBe,8.985303557386876,Einasto,Z,100000,0.32,3.552365683938192e-23
77,CBe,8.985303557386876,Einasto,Z,100000,0.5,4.442929119761733e-23
78,CBe,8.985303557386876,Einasto,Z,100000,0.68,5.55548972639144e-23
79,CBe,8.985303557386876,Einasto,Z,100000,0.95,8.270665172080544e-23
80,CBe,8.985303557386876,Einasto,b,70,0.05,1.0097852345755573e-23
81,CBe,8.985303557386876,Einasto,b,70,0.32,1.5569876069433458e-23
82,CBe,8.985303557386876,Einasto,b,70,0.5,1.8805310004013428e-23
83,CBe,8.985303557386876,Einasto,b,70,0.68,2.3077577400707888e-23
84,CBe,8.985303557386876,Einasto,b,70,0.95,3.645205040389625e-23
85,CBe,8.985303557386876,Einasto,b,100,0.05,4.366919519110826e-24
86,CBe,8.985303557386876,Einasto,b,100,0.32,6.704609878306071e-24
87,CBe,8.985303557386876,Einasto,b,100,0.5,8.058666228777655e-24
88,CBe,8.985303557386876,Einasto,b,100,0.68,9.77795213177621e-24
