,name,jfactor,profile,ch,mass,quantile,sigma_v
2544,UMaII,2.037161341367895,Einasto,W,100000,0.95,2.231483397279524e-22
2545,UMaII,2.037161341367895,Einasto,Z,100,0.05,1.740897946071155e-23
2546,UMaII,2.037161341367895,Einasto,Z,100,0.32,2.69227939539232e-23
2547,UMaII,2.037161341367895,Einasto,Z,100,0.5,3.275482103088085e-23
2548,UMaII,2.037161341367895,Einasto,Z,100,0.68,3.916003861734573e-23
2549,UMaII,2.037161341367895,Einasto,Z,100,0.95,5.684394956350506e-23
2550,UMaII,2.037161341367895,Einasto,Z,200,0.05,4.1349096025765326e-24
2551,UMaII,2.037161341367895,Einasto,Z,200,0.32,6.309965052124843e-24
2552,UMaII,2.037161341367895,Einasto,Z,200,0.5,7.61094964314896e-24
2553,UMaII,2.037161341367895,Einasto,Z,200,0.68,9.120389619202274e-24
2554,UMaII,2.037161341367895,Einasto,Z,200,0.95,1.4396156099345466e-23
2555,UMaII,2.037161341367895,Einasto,Z,500,0.05,2.936240839899358e-24
2556,UMaII,2.037161341367895,Einasto,Z,500,0.32,4.5990888369898095e-24
2557,UMaII,2.037161341367895,Einasto,Z,500,0.5,5.5383449676571246e-24
2558,UMaII,2.037161341367895,Einasto,Z,500,0.68,6.834503415758131e-24
2559,UMaII,2.037161341367895,Einasto,Z,500,0.95,1.0006226484407792e-23
2560,UMaII,2.037161341367895,Einasto,Z,1000,0.05,3.218783338722515e-24
2561,UMaII,2.037161341367895,Einasto,Z,1000,0.32,4.952964465714827e-24
2562,UMaII,2.037161341367895,Einasto,Z,1000,0.5,6.00967038211043e-24
2563,UMaII,2.037161341367895,Einasto,Z,1000,0.68,7.325312233648921e-24
2564,UMaII,2.037161341367895,Einasto,Z,1000,0.95,1.0810898329506385e-23
2565,UMaII,2.037161341367895,Einasto,Z,5000,0.05,6.2834133548460515e-24
2566,UMaII,2.037161341367895,Einasto,Z,5000,0.32,9.737616060078896e-24
2567,UMaII,2.037161341367895,Einasto,Z,5000,0.5,1.180301391990434e-23
2568,UMaII,2.037161341367895,Einasto,Z,5000,0.68,1.392233169305143e-23
2569,UMaII,2.037161341367895,Einasto,Z,5000,0.95,2.0356663723587459e-23
2570,UMaII,2.037161341367895,Einasto,Z,7000,0.05,8.00734197845298e-24
2571,UMaII,2.037161341367895,Einasto,Z,7000,0.32,1.2221199093872912e-23
2572,UMaII,2.037161341367895,Einasto,Z,7000,0.5,1.4499387159722478e-23
2573,UMaII,2.037161341367895,Einasto,Z,7000,0.68,1.7454861673233762e-23
2574,UMaII,2.037161341367895,Einasto,Z,7000,0.95,2.569342769443934e-23
2575,UMaII,2.037161341367895,Einasto,Z,10000,0.05,9.32242958678676e-24
2576,UMaII,2.037161341367895,Einasto,Z,10000,0.32,1.4399542172198017e-23
2577,UMaII,2.037161341367895,Einasto,Z,10000,0.5,1.7917811812783125e-23
2578,UMaII,2.037161341367895,Einasto,Z,10000,0.68,2.17236321138154e-23
2579,UMaII,2.037161341367895,Einasto,Z,10000,0.95,3.1484976809248763e-23
2580,UMaII,2.037161341367895,Einasto,Z,50000,0.05,3.009103738638044e-23
2581,UMaII,2.037161341367895,Einasto,Z,50000,0.32,4.635589621818836e-23
2582,UMaII,2.037161341367895,Einasto,Z,50000,0.5,5.687906110280796e-23
2583,UMaII,2.037161341367895,Einasto,Z,50000,0.68,6.911687224387185e-23
2584,UMaII,2.037161341367895,Einasto,Z,50000,0.95,1.0271869371326352e-22
2585,UMaII,2.037161341367895,Einasto,Z,100000,0.05,5.625628063227668e-23
2586,UMaII,2.037161341367895,Einasto,Z,100000,0.32,8.844830604055326e-23
2587,UMaII,2.037161341367895,Einasto,Z,100000,0.5,1.0917330127650445e-22
2588,UMaII,2.037161341367895,Einasto,Z,100000,0.68,1.3115946911586237e-22
2589,UMaII,2.037161341367895,Einasto,Z,100000,0.95,2.1568066319222197e-22
2590,UMaII,2.037161341367895,Einasto,b,70,0.05,2.90731744047823e-23
2591,UMaII,2.037161341367895,Einasto,b,70,0.32,4.428800111120373e-23
2592,UMaII,2.037161341367895,Einasto,b,70,0.5,5.354691138014668e-23
2593,UMaII,2.037161341367895,Einasto,b,70,0.68,6.334028973393485e-23
2594,UMaII,2.037161341367895,Einasto,b,70,0.95,9.999514912860008e-23
2595,UMaII,2.037161341367895,Einasto,b,100,0.05,1.2693522750397473e-23
2596,UMaII,2.037161341367895,Einasto,b,100,0.32,1.979222463047762e-23
2597,UMaII,2.037161341367895,Einasto,b,100,0.5,2.4327009433198132e-23
2598,UMaII,2.037161341367895,Einasto,b,100,0.68,2.9222189455099656e-23
2599,UMaII,2.037161341367895,Einasto,b,100,0.95,4.38248012225139e-23
2600,UMaII,2.037161341367895,Einasto,b,200,0.05,4.6751117885733865e-24
2601,UMaII,2.037161341367895,Einasto,b,200,0.32,7.16075815741325e-24
2602,UMaII,2.037161341367895,Einasto,b,200,0.5,8.648953010052215e-24
2603,UMaII,2.037161341367895,Einasto,b,200,0.68,1.0256630766583985e-23
2604,UMaII,2.037161341367895,Einasto,b,200,0.95,1.564492453989465e-23
2605,UMaII,2.037161341367895,Einasto,b,500,0.05,2.9069285793154314e-24
2606,UMaII,2.037161341367895,Einasto,b,500,0.32,4.500497389484066e-24
2607,UMaII,2.037161341367895,Einasto,b,500,0.5,5.350319718338952e-24
2608,UMaII,2.037161341367895,Einasto,b,500,0.68,6.594829239836755e-24
2609,UMaII,2.037161341367895,Einasto,b,500,0.95,9.60790145963054e-24
2610,UMaII,2.037161341367895,Einasto,b,1000,0.05,3.0228088417720364e-24
2611,UMaII,2.037161341367895,Einasto,b,1000,0.32,4.6603140429142354e-24
2612,UMaII,2.037161341367895,Einasto,b,1000,0.5,5.64851040522223e-24
2613,UMaII,2.037161341367895,Einasto,b,1000,0.68,6.954066168305354e-24
2614,UMaII,2.037161341367895,Einasto,b,1000,0.95,1.0063300788841004e-23
2615,UMaII,2.037161341367895,Einasto,b,5000,0.05,5.597397898146927e-24
2616,UMaII,2.037161341367895,Einasto,b,5000,0.32,8.720270142839861e-24
2617,UMaII,2.037161341367895,Einasto,b,5000,0.5,1.0110065576039928e-23
2618,UMaII,2.037161341367895,Einasto,b,5000,0.68,1.1980112045390109e-23
2619,UMaII,2.037161341367895,Einasto,b,5000,0.95,1.7328957695699316e-23
2620,UMaII,2.037161341367895,Einasto,b,7000,0.05,6.880819489134205e-24
2621,UMaII,2.037161341367895,Einasto,b,7000,0.32,1.0837161365324293e-23
2622,UMaII,2.037161341367895,Einasto,b,7000,0.5,1.275892404694397e-23
2623,UMaII,2.037161341367895,Einasto,b,7000,0.68,1.5719020572635105e-23
2624,UMaII,2.037161341367895,Einasto,b,7000,0.95,2.2902007228070242e-23
